date,ticker,action,shares,price,held_days
1996-01-02,AIG,BUY,39.00959346951215,256.3471984863281,0
1996-01-02,C,BUY,195.57295944806503,51.131813049316406,0
1996-01-02,BAC,BUY,1255.0807035602927,7.967615127563477,0
1996-01-02,KO,BUY,1155.077113021033,8.657430648803711,0
1996-01-02,NEM,BUY,329.6443506857363,30.335723876953125,0
1996-01-02,XOM,BUY,1266.4549458848662,7.896056652069092,0
1996-01-02,VZ,BUY,1343.7391133463989,7.441920757293701,0
1996-01-02,AN,BUY,651.6213226612311,15.346336364746094,0
1996-01-02,TWX,BUY,2715.8240517028485,3.6821236610412598,0
1996-01-02,CSCO,BUY,3662.0937468213297,2.7306783199310303,0
1996-02-01,VZ,SELL,1343.7391133463989,7.656477451324463,30
1996-02-01,CSCO,SELL,3662.0937468213297,3.0658693313598633,30
1996-02-01,GE,BUY,337.0242561020233,31.13156509399414,0
1996-02-01,BSX,BUY,835.1914481269723,12.5625,0
1996-04-01,TWX,SELL,2715.8240517028485,5.1972551345825195,90
1996-04-01,CSCO,BUY,3311.035223745762,3.378710985183716,0
1996-05-01,BSX,SELL,835.1914481269723,11.28125,90
1996-05-01,TWX,BUY,1900.6745356508152,5.827093124389648,0
1996-06-03,CSCO,SELL,3311.035223745762,3.9865217208862305,63
1996-06-03,TJX,BUY,15187.064099997415,0.7775113582611084,0
1996-08-01,TWX,SELL,1900.6745356508152,3.0625619888305664,92
1996-08-01,NKE,BUY,1877.1136611753855,4.8043718338012695,0
1996-09-03,AN,SELL,651.6213226612311,23.696550369262695,245
1996-09-03,CSCO,BUY,3015.80374705801,3.843508720397949,0
1996-10-01,NEM,SELL,329.6443506857363,30.218175888061523,273
1996-10-01,CSCO,SELL,3015.80374705801,4.442382335662842,28
1996-10-01,MSFT,BUY,2431.3258766435433,5.0328474044799805,0
1996-10-01,AN,BUY,469.4389752477658,26.066204071044922,0
1996-11-01,XOM,SELL,1266.4549458848662,8.891297340393066,304
1996-11-01,NKE,SELL,1877.1136611753855,4.976499080657959,92
1996-11-01,INTC,BUY,1518.1454021057157,7.686158180236816,0
1996-11-01,MD,BUY,1212.3330598632474,9.625,0
1996-12-02,MD,SELL,1212.3330598632474,9.625,31
1996-12-02,HP,BUY,2464.6840624720676,4.73436164855957,0
1997-01-02,HP,SELL,2464.6840624720676,4.600369930267334,31
1997-02-03,AN,SELL,469.4389752477658,37.350276947021484,125
1997-02-03,SNT,BUY,5501.204845823291,3.160125255584717,0
1997-03-03,TJX,SELL,15187.064099997415,0.9515288472175598,273
1997-03-03,AN,BUY,541.3323176486798,31.708240509033203,0
1997-04-01,GE,SELL,337.0242561020233,40.943450927734375,425
1997-04-01,SNT,SELL,5501.204845823291,1.9575996398925781,57
1997-04-01,XOM,BUY,1441.3952206549418,10.948715209960938,0
1997-04-01,NKE,BUY,2778.828593889659,5.679164886474609,0
1997-05-01,AN,SELL,541.3323176486798,23.52728843688965,59
1997-05-01,XOM,SELL,1441.3952206549418,11.448126792907715,30
1997-05-01,NKE,SELL,2778.828593889659,5.235302448272705,30
1997-05-01,GE,BUY,333.35204814591884,45.561920166015625,0
1997-05-01,AMD,BUY,698.3061795311334,21.75,0
1997-05-01,USB,BUY,2703.1222548887677,5.618746757507324,0
1997-06-02,USB,SELL,2703.1222548887677,5.552644729614258,32
1997-07-01,INTC,SELL,1518.1454021057157,9.835172653198242,242
1997-07-01,XOM,BUY,1147.0265713411814,13.051441192626953,0
1997-07-01,PCAR,BUY,6654.858972304619,2.2495367527008057,0
1997-08-01,XOM,SELL,1147.0265713411814,13.12882137298584,31
1997-08-01,INTC,BUY,568.3652628299801,13.247736930847168,0
1997-08-01,AMAT,BUY,862.507493806939,8.729841232299805,0
1997-09-02,PCAR,SELL,6654.858972304619,2.3510653972625732,63
1997-09-02,TXN,BUY,1764.1073681833316,8.86907958984375,0
1997-10-01,TXN,SELL,1764.1073681833316,9.893898010253906,29
1997-10-01,KLAC,BUY,943.7072516031028,17.108680725097656,0
1997-11-03,AMD,SELL,698.3061795311334,12.03125,186
1997-11-03,TWX,BUY,1326.7054816903988,7.318737030029297,0
1997-12-01,KLAC,SELL,943.7072516031028,10.409697532653809,61
1997-12-01,NC,BUY,2316.291408009908,4.241136074066162,0
1998-01-02,INTC,SELL,568.3652628299801,10.27991771697998,154
1998-01-02,AMAT,SELL,862.507493806939,5.606994152069092,154
1998-01-02,XOM,BUY,412.64986957886055,12.939326286315918,0
1998-01-02,SCHW,BUY,831.0059789843687,6.425238132476807,0
1998-02-02,NC,SELL,2316.291408009908,4.050660610198975,63
1998-02-02,XOM,SELL,412.64986957886055,12.651773452758789,31
1998-02-02,SCHW,SELL,831.0059789843687,6.026154041290283,31
1998-02-02,FNMA,BUY,126.9817083930397,51.479942321777344,0
1998-02-02,WEN,BUY,1575.4335101272707,4.149341106414795,0
1998-02-02,CINF,BUY,407.83047945405735,16.028745651245117,0
1998-03-02,FNMA,SELL,126.9817083930397,50.289649963378906,28
1998-03-02,WEN,SELL,1575.4335101272707,4.181096076965332,28
1998-03-02,INTC,BUY,522.770754234853,12.407833099365234,0
1998-03-02,UIS,BUY,36.03584593208521,180.0,0
1998-04-01,CINF,SELL,407.83047945405735,15.427577018737793,58
1998-04-01,INTC,SELL,522.770754234853,10.97412109375,30
1998-04-01,PFE,BUY,514.8865281458419,11.68100643157959,0
1998-04-01,NC,BUY,1184.8682946634412,5.076001167297363,0
1998-06-01,TWX,SELL,1326.7054816903988,14.452493667602539,210
1998-07-01,COF,BUY,638.6688998304427,30.022132873535156,0
1998-08-03,NC,SELL,1184.8682946634412,4.519552230834961,124
1998-08-03,TWX,BUY,251.55110393716143,21.28821563720703,0
1998-10-01,KO,SELL,1155.077113021033,13.326626777648926,1003
1998-10-01,UIS,SELL,36.03584593208521,201.25,213
1998-10-01,XOM,BUY,753.3839080389735,15.029187202453613,0
1998-10-01,LOW,BUY,2125.807157477283,5.326328754425049,0
1998-11-02,XOM,SELL,753.3839080389735,15.34867000579834,32
