date,ticker,action,shares,price,held_days
1996-01-02,AIG,BUY,39.00959346951215,256.3471984863281,0
1996-01-02,C,BUY,195.57295944806503,51.131813049316406,0
1996-01-02,BAC,BUY,1255.0807035602927,7.967615127563477,0
1996-01-02,KO,BUY,1155.077113021033,8.657430648803711,0
1996-01-02,NEM,BUY,329.6443506857363,30.335723876953125,0
1996-01-02,AN,BUY,651.6213226612311,15.346336364746094,0
1996-01-02,TWX,BUY,2715.8240517028485,3.6821236610412598,0
1996-01-02,CSCO,BUY,3662.0937468213297,2.7306783199310303,0
1996-01-02,BSX,BUY,837.696335078534,11.9375,0
1996-01-02,MU,BUY,494.8219001501488,20.209291458129883,0
1997-01-02,NEM,SELL,329.6443506857363,28.21189308166504,366
1997-01-02,TWX,SELL,2715.8240517028485,3.005308151245117,366
1997-01-02,CSCO,SELL,3662.0937468213297,4.4960103034973145,366
1997-01-02,BSX,SELL,837.696335078534,14.84375,366
1997-01-02,MU,SELL,494.8219001501488,14.507394790649414,366
1997-01-02,INTC,BUY,1452.586455076528,9.214550018310547,0
1997-01-02,TJX,BUY,13119.163196390793,1.0202579498291016,0
1997-01-02,TLAB,BUY,722.2604599495583,18.531999588012695,0
1997-01-02,HP,BUY,2909.5335264582204,4.600369930267334,0
1997-02-03,SNT,BUY,1.1512134845485987e-12,3.160125255584717,0
1997-05-01,AN,SELL,651.6213226612311,23.52728843688965,485
1997-05-01,MSFT,BUY,554.3726196096407,9.218157768249512,0
1997-05-01,AMD,BUY,234.9560583889398,21.75,0
1997-05-01,USB,BUY,909.5078476586385,5.618746757507324,0
1997-09-02,KO,SELL,1155.077113021033,14.030261039733887,609
1997-09-02,AMAT,BUY,607.9731790313888,8.885278701782227,0
1997-09-02,TXN,BUY,609.0836240874912,8.86907958984375,0
1997-09-02,MU,BUY,244.47523123451614,22.09635353088379,0
1998-02-02,INTC,SELL,1452.586455076528,11.761777877807617,396
1998-02-02,TJX,SELL,13119.163196390793,1.5867924690246582,396
1998-02-02,TLAB,SELL,722.2604599495583,26.0,396
1998-02-02,HP,SELL,2909.5335264582204,4.428220272064209,396
1998-02-02,GE,BUY,175.6148647732067,66.02062225341797,0
1998-02-02,TWX,BUY,1261.92678401165,9.187698364257812,0
1998-02-02,WEN,BUY,2794.227409106608,4.149341106414795,0
1998-02-02,CINF,BUY,723.3381140074624,16.028745651245117,0
1998-02-02,NC,BUY,2862.2992062293347,4.050660610198975,0
1998-02-02,FITB,BUY,732.9377941785816,15.818808555603027,0
1998-03-02,SNT,SELL,1.1512134845485987e-12,1.3423538208007812,392
1998-03-02,KO,BUY,3.217857690148311e-14,16.007915496826172,0
1998-03-02,UIS,BUY,2.861732999150357e-15,180.0,0
1998-03-02,TGT,BUY,4.5939287195515105e-14,11.212884902954102,0
1998-06-01,AMD,SELL,234.9560583889398,9.625,396
1998-06-01,USB,SELL,909.5078476586385,8.096454620361328,396
1998-06-01,PFE,BUY,260.8388109294612,12.300369262695312,0
1998-06-01,CMCSA,BUY,915.9540586202139,3.5028107166290283,0
1998-06-01,FCN,BUY,437.5109770303272,7.3333330154418945,0
1998-07-01,COF,BUY,1.514707008999114e-14,30.022132873535156,0
1998-07-01,F,BUY,3.771112556827218e-14,12.05870532989502,0
1998-10-01,AMAT,SELL,607.9731790313888,4.295682907104492,394
1998-10-01,TXN,SELL,609.0836240874912,7.511376857757568,394
1998-10-01,MU,SELL,244.47523123451614,13.135900497436523,394
1998-10-01,LOW,BUY,976.1056275862402,5.326328754425049,0
1998-10-01,PAYX,BUY,575.3077736872814,9.037005424499512,0
1999-03-01,WEN,SELL,2794.227409106608,2.625093936920166,392
1999-03-01,CINF,SELL,723.3381140074624,13.498342514038086,392
1999-03-01,NC,SELL,2862.2992062293347,3.400954008102417,392
1999-03-01,FITB,SELL,732.9377941785816,20.37470817565918,392
1999-03-01,SCHW,BUY,597.2189612040344,17.48392105102539,0
1999-03-01,CSCO,BUY,652.6650642302111,15.998602867126465,0
1999-03-01,AMGN,BUY,480.54376822785827,21.728986740112305,0
1999-03-01,ORCL,BUY,1431.2948148906144,7.295302867889404,0
1999-04-01,KO,SELL,3.217857690148311e-14,14.503691673278809,395
1999-04-01,UIS,SELL,2.861732999150357e-15,298.125,395
1999-04-01,TGT,SELL,4.5939287195515105e-14,19.622112274169922,395
1999-04-01,YUM,BUY,6.604671535304361e-13,8.871397972106934,0
1999-07-01,PFE,SELL,260.8388109294612,13.373804092407227,395
1999-07-01,CMCSA,SELL,915.9540586202139,7.753305435180664,395
1999-07-01,FCN,SELL,437.5109770303272,2.3333330154418945,395
1999-07-01,BBY,BUY,232.70530832259286,16.631818771362305,0
1999-07-01,NTAP,BUY,365.9665434481492,10.575591087341309,0
1999-07-01,TXN,BUY,179.92648931376567,21.510520935058594,0
1999-08-02,GE,SELL,175.6148647732067,92.57473754882812,546
1999-08-02,COF,SELL,1.514707008999114e-14,33.087913513183594,397
1999-08-02,F,SELL,3.771112556827218e-14,10.610987663269043,397
1999-08-02,INTC,BUY,401.6426900774833,20.238759994506836,0
1999-08-02,QCOM,BUY,692.8107750808392,11.733001708984375,0
1999-10-01,BAC,SELL,1255.0807035602927,13.9898042678833,1368
1999-10-01,GE,BUY,86.90346434084171,101.02205657958984,0
1999-10-01,ADBE,BUY,625.1589356606763,14.043095588684082,0
1999-11-01,LOW,SELL,976.1056275862402,10.119123458862305,396
1999-11-01,PAYX,SELL,575.3077736872814,12.526824951171875,396
1999-11-01,BAC,BUY,347.0608424231528,16.408374786376953,0
1999-11-01,CMVT,BUY,190.83362599467526,29.84119987487793,0
1999-11-01,ADI,BUY,331.7412745610741,17.166101455688477,0
2000-02-01,TWX,SELL,1261.92678401165,81.84952545166016,729
2000-03-01,SCHW,SELL,597.2189612040344,22.400007247924805,366
2000-03-01,AMGN,SELL,480.54376822785827,44.00754165649414,366
2000-03-01,GLW,BUY,964.8545711362267,44.08494186401367,0
2000-04-03,YUM,SELL,6.604671535304361e-13,3.6586992740631104,368
